Event,Category,State,Fatalities,Insured Cost,Start Date,End Date,URL
Industrial - Leinster Mine Flood,Industrial,Wiluna,6.0,,1989-06-13 00:00:00,1989-06-13 00:00:00,https://knowledge.aidr.org.au/resources/industrial-leinster-mine-flood-western-australia/
"Industrial - Boiling liquid expanding vapour explosion (BLEVE), Cairns ",Industrial,Cairns,1.0,,1987-08-01 00:00:00,1987-08-01 00:00:00,https://knowledge.aidr.org.au/resources/industrial-bleve-cairns-1987/
Industrial - Moura Mine,Industrial,Taroom,12.0,,1986-07-16 00:00:00,1986-07-16 00:00:00,https://knowledge.aidr.org.au/resources/industrial-moura-mine-explosion-queensland-1986/
Industrial - Poisonous gases HMAS Stalwart,Industrial,Territorial Waters,3.0,,1985-10-22 00:00:00,,https://knowledge.aidr.org.au/resources/industrial-poisonous-gases-hmas-stalwart-1985/
Industrial - Appin Mine Explosion,Industrial,Wollongong,14.0,,1979-07-24 00:00:00,1979-07-24 00:00:00,https://knowledge.aidr.org.au/resources/industrial-appin-mine-explosion-new-south-wales/
Industrial - Kianga Mine,Industrial,Taroom,13.0,,1975-09-20 00:00:00,1975-09-20 00:00:00,https://knowledge.aidr.org.au/resources/industrial-kianga-mine-explosion-queensland/
Industrial - Mount St Canice,Industrial,Hobart,8.0,,1974-09-05 00:00:00,1974-09-05 00:00:00,https://knowledge.aidr.org.au/resources/industrial-mount-st-canice-tasmania/
Industrial - Box Flat Mine Ipswich,Industrial,Brisbane,18.0,,1972-07-31 00:00:00,1972-07-31 00:00:00,https://knowledge.aidr.org.au/resources/industrial-box-flat-mine-explosion-ipswich-1972/
Industrial - Blackmans Flat,Industrial,Dubbo,3.0,,1972-01-01 00:00:00,1972-01-01 00:00:00,https://knowledge.aidr.org.au/resources/industrial-blackmans-flat-mine-new-south-wales/
"Industrial - Westgate Bridge Collapse, Melbourne",Industrial,Melbourne,35.0,,1970-10-15 00:00:00,1970-10-15 00:00:00,https://knowledge.aidr.org.au/resources/industrial-westgate-bridge-collapse-victoria/
Industrial â€“ Wyee State Mine,Industrial,Sydney,5.0,,1966-10-21 00:00:00,1966-10-21 00:00:00,https://knowledge.aidr.org.au/resources/industrial-wyee-state-mine-new-south-wales/
Industrial â€“ Melbourne Crane Collapse,Industrial,Melbourne,3.0,,1961-10-01 00:00:00,1961-10-01 00:00:00,https://knowledge.aidr.org.au/resources/industrial-melbourne-crane-collapse-1961/
Industrial - Collinsville Mine,Industrial,Mackay,7.0,,1954-10-13 00:00:00,1954-10-13 00:00:00,https://knowledge.aidr.org.au/resources/industrial-collinsville-mine-queensland/
Industrial - Balmain colliery,Industrial,Balmain,3.0,,1945-04-20 00:00:00,,https://knowledge.aidr.org.au/resources/industrial-balmain-colliery-new-south-wales-1945/
Industrial - Woodend Mine,Industrial,Brisbane,4.0,,1945-02-01 00:00:00,1945-02-01 00:00:00,https://knowledge.aidr.org.au/resources/industrial-woodend-mine-explosion-queensland/
Industrial - Redhead Colliery,Industrial,Sydney,5.0,,1926-01-21 00:00:00,1926-01-21 00:00:00,https://knowledge.aidr.org.au/resources/industrial-redhead-colliery-new-south-wales/
Industrial - Bellbird Colliery,Industrial,Sydney,21.0,,1923-09-01 00:00:00,1923-09-01 00:00:00,https://knowledge.aidr.org.au/resources/industrial-bellbird-colliery-new-south-wales/
Industrial - Mount Mulligan Mine ,Industrial,Cairns,75.0,,1921-09-19 00:00:00,1921-09-19 00:00:00,https://knowledge.aidr.org.au/resources/industrial-mount-mulligan-mine-queensland/
Industrial - Great Extended Hustler's Mine explosion,Industrial,Bendigo,7.0,,1914-05-02 00:00:00,,https://knowledge.aidr.org.au/resources/industrial-great-extended-hustlers-mine-explosion-bendigo/
Industrial - Queenstown Copper Mine Fire,Industrial,Hobart,42.0,,1912-10-12 00:00:00,1912-10-12 00:00:00,https://knowledge.aidr.org.au/resources/industrial-queenstown-copper-mine-fire-tasmania/
Industrial - Stanford Merthyr Mine ,Industrial,Sydney,6.0,,1905-10-29 00:00:00,1905-10-29 00:00:00,https://knowledge.aidr.org.au/resources/industrial-stanford-merthyr-mine-new-south-wales/
Industrial - Charters Towers mine 1904,Industrial,Charters Towers,7.0,,1904-10-14 00:00:00,1904-10-14 00:00:00,https://knowledge.aidr.org.au/resources/industrial-charters-towers-mine-queensland/
Industrial - Burwood Colliery,Industrial,Sydney,3.0,,1901-11-13 00:00:00,1901-11-13 00:00:00,https://knowledge.aidr.org.au/resources/industrial-burwood-colliery-new-south-wales/
Industrial - Balmain mining fall,Industrial,Balmain,5.0,,1900-03-17 00:00:00,,https://knowledge.aidr.org.au/resources/industrial-balmain-colliery-new-south-wales-1900/
Industrial - Greta Colliery Fire,Industrial,Sydney,5.0,,1900-12-05 00:00:00,1900-12-05 00:00:00,https://knowledge.aidr.org.au/resources/industrial-greta-colliery-fire-new-south-wales-1900/
Industrial - Varanus Island Gas Explosion,Industrial,Dampier,,230000000.0,2008-06-03 00:00:00,2008-06-03 00:00:00,https://knowledge.aidr.org.au/resources/industrial-varanus-island-gas-explosion/
Industrial - MV Nego Kim,Industrial,Dampier,8.0,,2001-11-18 00:00:00,2001-11-18 00:00:00,https://knowledge.aidr.org.au/resources/industrial-mv-nego-kim/
Industrial - HMAS Westralia (II),Industrial,Perth,4.0,,1998-05-05 00:00:00,1998-05-05 00:00:00,https://knowledge.aidr.org.au/resources/industrial-hmas-westralia-ii/
Industrial - HMAS Tarakan Explosion,Industrial,Sydney,8.0,,1950-01-25 00:00:00,1950-01-25 00:00:00,https://knowledge.aidr.org.au/resources/industrial-hmas-tarakan-explosion-sydney-1954/
Industrial - Wonthaggi Gas Explosion,Industrial,Wilsons Promontory,13.0,,1937-02-15 00:00:00,1937-02-15 00:00:00,https://knowledge.aidr.org.au/resources/industrial-wonthaggi-gas-explosion-victoria/
Industrial - Mt Kembla Gas Explosion,Industrial,Wollongong,96.0,,1902-07-31 00:00:00,1902-07-31 00:00:00,https://knowledge.aidr.org.au/resources/industrial-mt-kembla-gas-explosion-new-south-wales-1902/
Landslide - Somersby ,Landslide,Sydney,5.0,,2007-06-08 00:00:00,2007-06-08 00:00:00,https://knowledge.aidr.org.au/resources/landslide-somersby-new-south-wales/
Landslide - Thredbo,Landslide,Canberra (NSW),18.0,,1997-07-30 00:00:00,1997-07-30 00:00:00,https://knowledge.aidr.org.au/resources/landslide-thredbo-1997/
Landslide - Gracetown,Landslide,Gracetown,9.0,,1996-09-27 00:00:00,1996-09-28 00:00:00,https://knowledge.aidr.org.au/resources/landslide-gracetown-western-australia/
Landslide - Adelaide Hills,Landslide,Adelaide,6.0,,1928-01-31 00:00:00,1928-01-31 00:00:00,https://knowledge.aidr.org.au/resources/landslide-adelaide-hills-south-australia/
Other Disasters- Cowra POW Attempted Mass Escape,Other Disasters,Dubbo,231.0,,1944-08-05 00:00:00,`,https://knowledge.aidr.org.au/resources/other-disasters-cowra-pow-attempted-mass-escape-1944/
Other Disasters - Wartime Bombing Raids,Other Disasters,Darwin,243.0,,1942-02-19 00:00:00,1942-02-19 00:00:00,https://knowledge.aidr.org.au/resources/other-disasters-wartime-bombing-raids-1942/
"Severe Storm - Thunderstorm Asthma, 2016",Storm,Melbourne,9.0,,2016-11-21 00:00:00,2016-11-22 00:00:00,https://knowledge.aidr.org.au/resources/storm-thunderstorm-asthma-victoria/
"Hail - North Sydney hailstorm, 2017",Storm,North sydney,,328000000.0,2017-02-18 00:00:00,2017-02-18 00:00:00,https://knowledge.aidr.org.au/resources/storm-north-sydney-hailstorm-2017/
Hail - Sydney,Storm,Sydney,,415000000.0,2007-12-09 00:00:00,2007-12-09 00:00:00,https://knowledge.aidr.org.au/resources/storm-sydney-2007/
Hail - Lismore,Storm,Lismore (NSW),,97000000.0,2007-10-08 00:00:00,2007-10-09 00:00:00,https://knowledge.aidr.org.au/resources/storm-lismore-2007/
Hail - Sydney Hailstorm,Storm,Sydney,,470819649.0,2015-04-25 00:00:00,2015-04-25 00:00:00,https://knowledge.aidr.org.au/resources/storm-hailstorm-sydney-new-south-wales-2015/
Hail - Lake Grace,Storm,Bunbury,,10000000.0,2005-10-16 00:00:00,2005-10-16 00:00:00,https://knowledge.aidr.org.au/resources/storm-lake-grace-western-australia/
Storm - Severe storm Sydney,Storm,Sydney,,220000000.0,2015-12-16 00:00:00,,https://knowledge.aidr.org.au/resources/storm-severe-thunderstorm-sydney-new-south-wales-2015/
Hail - Gold Coast ,Storm,Brisbane,,61000000.0,2005-10-12 00:00:00,2005-10-12 00:00:00,https://knowledge.aidr.org.au/resources/storm-gold-coast-2005/
Hail - Brisbane,Storm,Brisbane,,17600000.0,2005-05-19 00:00:00,2005-05-19 00:00:00,https://knowledge.aidr.org.au/resources/storm-brisbane-2005/
Hail - South East Queensland,Storm,"Brisbane , Bundaberg , Lismore (QLD)",1.0,28500000.0,2004-01-24 00:00:00,2004-01-31 00:00:00,https://knowledge.aidr.org.au/resources/storm-south-east-queensland-2004/
Hail - Sydney,Storm,Sydney,1.0,1700000000.0,1999-04-14 00:00:00,1999-04-14 00:00:00,https://knowledge.aidr.org.au/resources/storm-sydney-1999/
Hail - Brisbane and Region,Storm,Brisbane,,76000000.0,1998-12-16 00:00:00,1998-12-16 00:00:00,https://knowledge.aidr.org.au/resources/storm-brisbane-and-region-1998/
Hail - Singleton,Storm,Sydney,,49000000.0,1996-12-11 00:00:00,1996-12-11 00:00:00,https://knowledge.aidr.org.au/resources/storm-singleton-new-south-wales/
Hail - Armidale and Tamworth,Storm,Tamworth,,104000000.0,1996-09-29 00:00:00,1996-09-29 00:00:00,https://knowledge.aidr.org.au/resources/storm-armidale-and-tamworth/
Hail - Brisbane and South East Queensland,Storm,Brisbane,1.0,40000000.0,1995-11-03 00:00:00,1995-11-06 00:00:00,https://knowledge.aidr.org.au/resources/storm-brisbane-and-south-eastern-queensland-1995/
Hail - Adelaide,Storm,Adelaide,,30000000.0,1991-01-22 00:00:00,1991-01-22 00:00:00,https://knowledge.aidr.org.au/resources/storm-adelaide-1991/
Hail - Western Sydney,Storm,Sydney,,319000000.0,1990-03-18 00:00:00,1990-03-18 00:00:00,https://knowledge.aidr.org.au/resources/storm-western-sydney-1990/
Hail - Western Sydney,Storm,Sydney,,104000000.0,1986-10-03 00:00:00,1986-10-03 00:00:00,https://knowledge.aidr.org.au/resources/storm-western-sydney-1986/
Hail - Orange,Storm,Dubbo,,25000000.0,1986-01-21 00:00:00,1986-01-21 00:00:00,https://knowledge.aidr.org.au/resources/storm-orange-new-south-wales/
Hail - Brighton ,Storm,Brisbane,,15000000.0,1980-12-16 00:00:00,1980-12-16 00:00:00,https://knowledge.aidr.org.au/resources/storm-brighton-queensland/
Hail - Port Broughton,Storm,Whyalla,,10000000.0,1979-11-14 00:00:00,1979-11-14 00:00:00,https://knowledge.aidr.org.au/resources/storm-port-broughton-south-australia/
Hail - Toowoomba,Storm,Brisbane,,12000000.0,1976-01-09 00:00:00,1976-01-09 00:00:00,https://knowledge.aidr.org.au/resources/storm-toowoomba-1976/
Severe Storm - Melbourne,Storm,Melbourne,,680700000.0,2011-12-25 00:00:00,2011-12-26 00:00:00,https://knowledge.aidr.org.au/resources/storm-severe-storm-melbourne-victoria-2011/
"Severe Storm - Melbourne, Victoria",Storm,Melbourne,,418670000.0,2011-02-04 00:00:00,2011-02-06 00:00:00,https://knowledge.aidr.org.au/resources/storm-severe-storm-melbourne-victoria-february-2011/
Severe Storm - Perth,Storm,Perth,,1053000000.0,2010-03-22 00:00:00,2010-03-22 00:00:00,https://knowledge.aidr.org.au/resources/storm-severe-storm-perth-western-australia-2010/
"Severe Storm - Melbourne, Victoria",Storm,Melbourne,,1044000000.0,2010-03-06 00:00:00,2010-03-07 00:00:00,https://knowledge.aidr.org.au/resources/storm-severe-storm-melbourne-victoria-2010/
Severe Storm - South East Queensland,Storm,Brisbane,1.0,309000000.0,2008-11-16 00:00:00,2008-11-22 00:00:00,https://knowledge.aidr.org.au/resources/storm-severe-storm-south-east-queensland-2008/
Severe Storm - Southern States Windstorms,Storm,"Adelaide , Mount Gambier (SA) , Murray Bridge (SA) , Hobart , Launceston , Melbourne",2.0,65000000.0,2008-04-02 00:00:00,2008-04-02 00:00:00,https://knowledge.aidr.org.au/resources/storm-southern-states-windstorm-2008/
Severe Storm - South East Queensland and Northern New South Wales,Storm,"Brisbane , Bundaberg , Lismore (QLD) , Roma",,97000000.0,2007-10-07 00:00:00,2007-10-12 00:00:00,https://knowledge.aidr.org.au/resources/storm-south-east-queensland-and-northern-new-south-wales-2007/
Severe Storm - New South Wales East Coast Low,Storm,Sydney,9.0,1480000000.0,2007-06-08 00:00:00,2007-06-10 00:00:00,https://knowledge.aidr.org.au/resources/storm-new-south-wales-east-coast-2007/
Severe Storm - Northern New South Wales,Storm,Lismore (NSW),1.0,25000000.0,2005-06-30 00:00:00,2005-06-30 00:00:00,https://knowledge.aidr.org.au/resources/storm-severe-storm-northern-new-south-wales-2005/
Severe Storm - Bunbury and South Perth,Storm,"Bunbury , Perth",,53200000.0,2005-05-16 00:00:00,2005-05-16 00:00:00,https://knowledge.aidr.org.au/resources/storm-bunbury-and-south-perth-2005/
"Severe Storm - New South Wales, Victoria, Australian Capital Territory, Tasmania and South Australia",Storm,"Sydney , Wollongong , Canberra (ACT) , Cooma (VIC) , Adelaide , Melbourne",,216700000.0,2005-02-01 00:00:00,2005-02-03 00:00:00,https://knowledge.aidr.org.au/resources/storm-severe-storm-new-south-wales-victoria-australian-capital-territory-tasmania-and-south-australia-2005/
"Severe Storm - South East Queensland, Northern New South Wales, Northern Western Australia. Northern Territory",Storm,"Brisbane , Lismore (NSW) , Broome , Katherine",3.0,,2004-03-03 00:00:00,2004-03-31 00:00:00,https://knowledge.aidr.org.au/resources/storm-severe-storm-south-east-queensland-northern-new-south-wales-northern-western-australia-northern-territory-2004/
Severe Storm - South Eastern Australia,Storm,"Sydney , Wollongong , Canberra (ACT) , Cooma (VIC) , Warrnambool (VIC) , Wilsons Promontory , Hobart , Melbourne",1.0,25000000.0,2003-08-24 00:00:00,2003-08-24 00:00:00,https://knowledge.aidr.org.au/resources/storm-severe-storm-south-eastern-australia-2003/
Severe Storm - Sydney,Storm,Sydney,,10000000.0,2002-02-16 00:00:00,2002-02-16 00:00:00,https://knowledge.aidr.org.au/resources/storm-severe-storm-sydney-new-south-wales-2002/
"Severe Storm - Grafton, Kingscliff and Lismore",Storm,Lismore (NSW),,10000000.0,2002-01-16 00:00:00,2002-01-16 00:00:00,https://knowledge.aidr.org.au/resources/storm-grafton-kingscliff-and-lismore-new-south-wales/
"Severe Storm - Sydney, Hunter Valley and Northern Regions",Storm,"Sydney , Tamworth , Wollongong",2.0,30000000.0,2001-12-03 00:00:00,2001-12-03 00:00:00,https://knowledge.aidr.org.au/resources/storm-severe-storm-sydney-hunter-valley-and-northern-regions-2001/
Severe Storm - Eastern New South Wales,Storm,Sydney,3.0,30000000.0,2001-11-18 00:00:00,2001-11-21 00:00:00,https://knowledge.aidr.org.au/resources/storm-eastern-new-south-wales-2001/
Severe Storm - Casino and Region,Storm,Lismore (NSW),,35000000.0,2001-01-17 00:00:00,2001-01-17 00:00:00,https://knowledge.aidr.org.au/resources/storm-casino-and-region-new-south-wales/
Severe Storm - Sydney and Region,Storm,"Sydney , Wollongong",,12000000.0,2001-01-15 00:00:00,2001-01-15 00:00:00,https://knowledge.aidr.org.au/resources/storm-severe-storm-sydney-and-region-2001/
Storm - Melbourne,Storm,Melbourne,3.0,,2020-08-27 00:00:00,2020-08-27 00:00:00,https://knowledge.aidr.org.au/resources/storm-melbourne-victoria-2020
Severe Storm - Dubbo,Storm,Dubbo,,15000000.0,2001-01-06 00:00:00,2001-01-06 00:00:00,https://knowledge.aidr.org.au/resources/storm-dubbo-new-south-wales/
"Severe Storm - Sydney, Wollongong and South Coast ",Storm,"Sydney , Wollongong",,45000000.0,1999-10-24 00:00:00,1999-10-24 00:00:00,https://knowledge.aidr.org.au/resources/storm-severe-storm-sydney-wollongong-and-south-coast-1999/ 
Severe Storm - Kosciuszko NP ,Storm,Cooma (NSW),4.0,,1999-08-07 00:00:00,1999-08-11 00:00:00,https://knowledge.aidr.org.au/resources/storm-severe-storm-kosciuszko-national-park/
Severe Storm - Warwick ,Storm,"Brisbane , Lismore (QLD)",,23000000.0,1998-10-13 00:00:00,1998-10-13 00:00:00,https://knowledge.aidr.org.au/resources/storm-severe-storm-warwick-queensland-1998/
"Severe Storm - Hunter Valley, Tablelands and Southern Highlands",Storm,"Sydney , Wollongong",1.0,12000000.0,1998-06-23 00:00:00,1998-06-24 00:00:00,https://knowledge.aidr.org.au/resources/storm-hunter-valley-tablelands-and-southern-highlands-1998/
Severe Storm - Ipswich,Storm,Brisbane,3.0,,1998-04-10 00:00:00,1998-04-10 00:00:00,https://knowledge.aidr.org.au/resources/severe-storm-ipswich-queensland-1998/
Severe Storm - Sydney,Storm,Sydney,1.0,10000000.0,1998-04-09 00:00:00,1998-04-10 00:00:00,https://knowledge.aidr.org.au/resources/storm-severe-storm-sydney-new-south-wales-1998/
Severe Storm - Sydney and Regions,Storm,"Dubbo , Sydney , Tamworth",,12000000.0,1998-02-04 00:00:00,1998-02-04 00:00:00,https://knowledge.aidr.org.au/resources/storm-sydney-and-regions-new-south-wales-1998/
Severe Storm - Nyngan,Storm,Bourke,,12000000.0,1998-01-05 00:00:00,1998-01-05 00:00:00,https://knowledge.aidr.org.au/resources/storm-severe-storm-nyngan-new-south-wales-1998/
Severe Storm - Coffs Harbour,Storm,Tamworth,1.0,20000000.0,1996-11-23 00:00:00,1996-11-23 00:00:00,https://knowledge.aidr.org.au/resources/storm-coffs-harbour-new-south-wales/
Storm - Queensland Floods and Storms,Storm,Central and South East Queensland,,957000000.0,2020-10-31 00:00:00,2020-10-31 00:00:00,https://knowledge.aidr.org.au/resources/storm-queensland-storms-and-floods-october-2020/
Severe Storm - New England and Hunter Valley,Storm,"Sydney , Tamworth",1.0,10000000.0,1996-11-17 00:00:00,1996-11-17 00:00:00,https://knowledge.aidr.org.au/resources/storm-severe-storm-new-england-and-hunter-valley-1996/
Severe Storm - Illawarra and Sydney,Storm,"Sydney , Wollongong",,10000000.0,1996-08-31 00:00:00,1996-08-31 00:00:00,https://knowledge.aidr.org.au/resources/storm-severe-storm-illawarra-and-sydney-new-south-wales-1996/
Severe Storm - Hunter Valley and Mid North Coast,Storm,Sydney,,10000000.0,1995-11-30 00:00:00,1995-11-30 00:00:00,https://knowledge.aidr.org.au/resources/storm-hunter-valley-and-mid-north-coast-new-south-wales/
Severe Storm - Sydney and Blue Mountains ,Storm,Sydney,2.0,29000000.0,1994-11-20 00:00:00,1994-11-20 00:00:00,https://knowledge.aidr.org.au/resources/storm-severe-storm-sydney-and-blue-mountains-new-south-wales-1994/
Severe Storm - South Eastern Australia,Storm,"Sydney , Canberra (ACT) , Melbourne",1.0,,1994-11-06 00:00:00,1994-11-08 00:00:00,https://knowledge.aidr.org.au/resources/storm-severe-storm-south-eastern-australia-1994/
"Severe Storm - Perth, Mandurah and South-West Coast",Storm,"Bunbury , Geraldton , Perth",,37000000.0,1994-05-23 00:00:00,1994-05-24 00:00:00,https://knowledge.aidr.org.au/resources/severe-storm-perth-mandurah-and-south-west-coast-1994/
Severe Storm - Sydney,Storm,Sydney,,118000000.0,1992-02-12 00:00:00,1992-02-13 00:00:00,https://knowledge.aidr.org.au/resources/storm-severe-storm-sydney-new-south-wales-1992/
Severe Storm - Orbost,Storm,Cooma (VIC),,12000000.0,1991-01-24 00:00:00,1991-01-24 00:00:00,https://knowledge.aidr.org.au/resources/storm-severe-storm-orbost-victoria-1991/ 
Severe Storm - Sydney,Storm,Sydney,1.0,138400000.0,1991-01-21 00:00:00,1991-01-21 00:00:00,https://knowledge.aidr.org.au/resources/storm-severe-storm-sydney-new-south-wales-1991/
Severe Storm - Ballarat,Storm,Melbourne,,20000000.0,1989-11-16 00:00:00,1989-11-16 00:00:00,https://knowledge.aidr.org.au/resources/storm-ballarat-victoria-1989/
Severe Storm - Adelaide,Storm,Adelaide,,10000000.0,1986-12-06 00:00:00,1986-12-08 00:00:00,https://knowledge.aidr.org.au/resources/storm-adelaide-1986/
"Severe Storm - Newcastle, Sydney, Wollongong",Storm,"Sydney , Wollongong",,15000000.0,1978-02-10 00:00:00,1978-02-11 00:00:00,https://knowledge.aidr.org.au/resources/storm-severe-storm-newcastle-sydney-wollongong-1978/
Severe Storm - Sydney,Storm,Sydney,1.0,15000000.0,1977-01-21 00:00:00,1977-01-21 00:00:00,https://knowledge.aidr.org.au/resources/storm-severe-storm-sydney-new-south-wales-1977/
Severe Storm - Western Sydney,Storm,Sydney,,732000000.0,1976-11-09 00:00:00,1976-11-09 00:00:00,https://knowledge.aidr.org.au/resources/storm-sydney-1976/
Storm - Brisbane,Storm,Brisbane,,1040000000.0,2014-11-27 00:00:00,2014-11-27 00:00:00,https://knowledge.aidr.org.au/resources/storm-brisbane-2014/
Severe Storm - Sydney,Storm,Sydney,4.0,,1937-01-25 00:00:00,1937-01-25 00:00:00,https://knowledge.aidr.org.au/resources/storm-severe-storm-sydney-new-south-wales-1937/
Storm - Sydney Hailstorm,Storm,Sydney,1.0,1700000000.0,1999-04-14 00:00:00,1999-04-14 00:00:00,https://knowledge.aidr.org.au/resources/storm-sydney-1999/
Maritime/Coastal - Lake Illawarra,Maritime/Coastal,Hobart,12.0,,1975-01-05 00:00:00,1975-01-05 00:00:00,https://knowledge.aidr.org.au/resources/maritimecoastal-lake-illawarra-sinking-and-tasman-bridge-collapse-1975/
"Maritime/Coastal - AHS Centaur sinking, Cape Moreton ",Maritime/Coastal,Brisbane,268.0,,1943-05-14 00:00:00,1943-05-14 00:00:00,https://knowledge.aidr.org.au/resources/maritimecoastal-ahs-centaur-cape-moreton-queensland-1943/
Maritime/Coastal - Iron Crown steamship Sinking,Maritime/Coastal,Cooma (VIC),37.0,,1942-06-04 00:00:00,1942-06-04 00:00:00,https://knowledge.aidr.org.au/resources/maritimecoastal-iron-crown-steamship-sinking-1942/
Maritime/Coastal - Sydney to Hobart Yacht Race ,Maritime/Coastal,Bass Strait,6.0,5000000.0,1998-12-26 00:00:00,1998-12-30 00:00:00,https://knowledge.aidr.org.au/resources/maritimecoastal-sydney-to-hobart-yacht-race-1998/
Shipwreck - Sierra Nevada,Maritime/Coastal,Wilsons Promontory,23.0,,1900-05-09 00:00:00,1900-05-09 00:00:00,
"Shipwreck - Toroa Shipwreck, Victoria 1858",Maritime/Coastal,Cape Otway,12.0,,6/08/1858,,https://knowledge.aidr.org.au/resources/maritimecoastal-toroa-shipwreck-victoria-1858/
Shipwreck - Koenig Willem ll,Maritime/Coastal,Mount Gambier (SA),16.0,,30/06/1857,30/06/1857,
Shipwreck - Sally,Maritime/Coastal,Launceston,13.0,,30/06/1826,30/06/1826,
Shipwreck - Ly-Ee-Moon,Maritime/Coastal,Cooma (NSW),71.0,,30/05/1886,30/05/1886,
Shipwreck - Sea,Maritime/Coastal,Wilsons Promontory,24.0,,30/05/1853,30/05/1853,
Shipwreck - Ecliptic,Maritime/Coastal,Wilsons Promontory,8.0,,30/03/1874,30/03/1874,
Shipwreck - Creole,Maritime/Coastal,Launceston,29.0,,29/08/1863,29/08/1863,
Shipwreck - Rebecca,Maritime/Coastal,Hobart,6.0,,29/04/1853,29/04/1853,
Shipwreck - Alert,Maritime/Coastal,Wilsons Promontory,15.0,,28/12/1893,28/12/1893,
Shipwreck - Glimpse,Maritime/Coastal,Launceston,5.0,,28/08/1863,28/08/1863,
Shipwreck - Maypo,Maritime/Coastal,Hobart,4.0,,28/05/1855,28/05/1855,
Shipwreck - Frisk,Maritime/Coastal,Wilsons Promontory,5.0,,28/05/1853,28/05/1853,
Shipwreck - Marmion,Maritime/Coastal,Wilsons Promontory,4.0,,28/05/1853,28/05/1853,
Shipwreck - Vergulde Draeck,Maritime/Coastal,Perth,100.0,,28/04/1656,28/04/1656,
Shipwreck - Quetta ,Maritime/Coastal,Cairns,133.0,,28/02/1890,28/02/1890,
Shipwreck - Governor Phillip,Maritime/Coastal,Launceston,16.0,,27/10/1848,27/10/1848,
Shipwreck - Echo,Maritime/Coastal,Hobart,3.0,,27/08/1840,27/08/1840,
Shipwreck - Lady Franklin,Maritime/Coastal,Hobart,15.0,,27/04/1838,27/04/1838,
Shipwreck - Tubal Cain,Maritime/Coastal,Wilsons Promontory,12.0,,26/08/1862,26/08/1862,
Shipwreck - Pandora ,Maritime/Coastal,Cairns,35.0,,26/08/1791,26/08/1791,
Shipwreck - Thetis,Maritime/Coastal,Wilsons Promontory,4.0,,26/05/1848,26/05/1848,
Shipwreck - HMS Pelorus,Maritime/Coastal,Darwin,12.0,,25/11/1839,25/11/1839,
Shipwreck - Trial (Tryal),Maritime/Coastal,Dampier,95.0,,25/05/1622,25/05/1622,
Shipwreck - Revenge,Maritime/Coastal,Wollongong,4.0,,25/03/1862,25/03/1862,
"Shipwreck - Lily of the Lake, Wild Wave, Blossom",Maritime/Coastal,Exmouth Gulf,57.0,,24/12/1875,24/12/1875,
Shipwreck - Haweis ,Maritime/Coastal,Sydney,11.0,,24/10/1829,24/10/1829,
Shipwreck - Lady Bird and Champion,Maritime/Coastal,Wilsons Promontory,32.0,,24/08/1857,24/08/1857,
Shipwreck - Meg Merrilies,Maritime/Coastal,Wilsons Promontory,4.0,,24/05/1856,24/05/1856,
Shipwreck - Gothenburg ,Maritime/Coastal,Ayr,102.0,,24/02/1875,24/02/1875,
Shipwreck - Brothers,Maritime/Coastal,Sydney,3.0,,23/12/1837,23/12/1837,
Shipwreck - Bogong,Maritime/Coastal,Cooma (VIC),4.0,,23/09/1896,23/09/1896,
Shipwreck - British Admiral,Maritime/Coastal,Wilsons Promontory,79.0,,23/05/1874,23/05/1874,
"Shipwreck - Highlander, Baruah, Elizabeth Jane, Effort and Pelican.",Maritime/Coastal,Sydney,7.0,,22/06/1852,23/06/1852,
Shipwreck - Broome and Region,Maritime/Coastal,Broome,140.0,,22/04/1887,22/04/1887,
Shipwreck - Canmore,Maritime/Coastal,Sydney,7.0,,21/10/1854,21/10/1854,
Shipwreck - Moolgewanke,Maritime/Coastal,Murray Bridge (SA),3.0,,21/07/1874,21/07/1874,
Shipwreck - Brahmin,Maritime/Coastal,Launceston,17.0,,21/05/1854,21/05/1854,https://knowledge.aidr.org.au/resources/maritimecoastal-brahmin-and-water-witch-shipwrecks-tasmania-1854/
Shipwreck - Edward,Maritime/Coastal,Launceston,8.0,,21/05/1842,21/05/1842,https://knowledge.aidr.org.au/resources/maritimecoastal-edward-lombe-shipwreck-sydney-1834/
Shipwreck - Stirling Castle ,Maritime/Coastal,Swain Reefs,10.0,,21/05/1836,21/05/1836,
Shipwreck - Banshee ,Maritime/Coastal,Townsville,7.0,,21/03/1876,21/03/1876,
Shipwreck - Isabella Watson,Maritime/Coastal,Wilsons Promontory,9.0,,21/03/1852,21/03/1852,
Shipwreck - Schah,Maritime/Coastal,Cooma (VIC),7.0,,20/12/1837,20/12/1837,
Shipwreck - Yarra Yarra,Maritime/Coastal,Launceston,18.0,,20/09/1838,20/09/1838,https://knowledge.aidr.org.au/resources/maritimecoastal-yarra-yarra-shipwreck-tasmania-1838/
Shipwreck - Dunbar,Maritime/Coastal,Sydney,121.0,,20/08/1857,20/08/1857,
Shipwreck - Rambler ,Maritime/Coastal,Sydney,5.0,,20/07/1847,20/07/1847,
Shipwreck - Cheviot,Maritime/Coastal,Wilsons Promontory,35.0,,19/10/1887,19/10/1887,
Shipwreck - Marie,Maritime/Coastal,Warrnambool (VIC),25.0,,19/09/1851,19/09/1851,https://knowledge.aidr.org.au/resources/maritimecoastal-marie-shipwreck-victoria-1851/
